title,runtime,metascore,rating,genre
Ouija: Origin of Evil,99,65,6.1,other
Percy Jackson: Sea of Monsters,106,39,5.9,other
Fracture,113,68,7.2,drama
Oculus,104,61,6.5,other
In Bruges,107,67,7.9,comedy
This Means War,103,31,6.3,action
Lída Baarová,106,64,5,drama
The Road,111,,7.3,drama
Lavender,92,46,5.2,drama
Deuces,87,36,6.6,drama
Conan the Barbarian,113,,5.2,action
The Fighter,116,79,7.8,action
August Rush,114,38,7.5,drama
Chef,114,68,7.3,comedy
Eye in the Sky,102,73,7.3,drama
Eagle Eye,118,43,6.6,action
The Purge,85,41,5.7,other
PK,153,51,8.2,comedy
Ender's Game,114,,6.7,action
Indiana Jones and the Kingdom of the Crystal Skull,122,65,6.2,action
Paper Towns,109,56,6.3,drama
High-Rise,119,65,5.7,drama
Quantum of Solace,106,58,6.6,action
The Assignment,95,34,4.5,action
How to Train Your Dragon,98,74,8.1,action
Lady in the Water,110,36,5.6,drama
The Fountain,96,51,7.3,drama
Cars 2,106,57,6.2,comedy
31,102,35,5.1,other
Final Girl,90,56,4.7,action
Chalk It Up,90,,4.8,comedy
The Man Who Knew Infinity,108,,7.2,drama
Unknown,113,56,6.9,action
Self/less,117,34,6.5,action
Mr. Brooks,120,45,7.3,drama
Tramps,82,77,6.5,comedy
Before We Go,95,31,6.9,comedy
Captain Phillips,134,83,7.8,drama
The Secret Scripture,108,37,6.8,drama
Max Steel,92,22,4.6,action
Hotel Transylvania 2,89,44,6.7,comedy
Hancock,92,49,6.4,action
Sisters,118,58,6,comedy
The Family,111,42,6.3,comedy
Zack and Miri Make a Porno,101,56,6.6,comedy
Ma vie de Courgette,66,85,7.8,comedy
Man on a Ledge,102,40,6.6,action
No Strings Attached,108,50,6.2,comedy
Rescue Dawn,120,77,7.3,drama
Despicable Me 2,98,62,7.4,comedy
A Walk Among the Tombstones,114,57,6.5,drama
The World's End,109,81,7,action
Yoga Hosers,88,23,4.3,comedy
Seven Psychopaths,110,66,7.2,comedy
Beowulf,115,59,6.2,action
Jack Ryan: Shadow Recruit,105,57,6.2,action
1408,104,64,6.8,other
The Gambler,111,55,6,drama
Prince of Persia: The Sands of Time,116,50,6.6,action
The Spectacular Now,95,82,7.1,comedy
A United Kingdom,111,65,6.8,drama
USS Indianapolis: Men of Courage,128,30,5.2,action
Turbo Kid,93,60,6.7,action
Mama,100,57,6.2,other
Orphan,123,42,7,other
To Rome with Love,112,54,6.3,comedy
Fantastic Mr. Fox,87,83,7.8,comedy
Inside Man,129,76,7.6,drama
I.T.,95,27,5.4,drama
127 Hours,94,82,7.6,drama
Annabelle,99,37,5.4,other
Wolves at the Door,73,63,4.6,other
Suite Française,107,,6.9,drama
The Imaginarium of Doctor Parnassus,123,65,6.8,other
G.I. Joe: The Rise of Cobra,118,32,5.8,action
Christine,119,72,7,drama
Man Down,90,27,5.8,drama
Crawlspace,88,25,5.3,other
Shut In,91,,4.6,drama
The Warriors Gate,108,77,5.3,action
Grindhouse,191,,7.6,action
Disaster Movie,87,15,1.9,comedy
Rocky Balboa,102,63,7.2,drama
Diary of a Wimpy Kid: Dog Days,94,54,6.4,comedy
Jane Eyre,120,76,7.4,drama
Fool's Gold,112,29,5.7,action
The Dictator,83,58,6.4,comedy
The Loft,108,24,6.3,other
Bacalaureat,128,84,7.5,drama
You Don't Mess with the Zohan,113,54,5.5,action
Exposed,102,23,4.2,drama
Maudie,115,60,7.8,drama
Horrible Bosses 2,108,40,6.3,comedy
A Bigger Splash,125,74,6.4,drama
Melancholia,135,80,7.1,drama
The Princess and the Frog,97,73,7.1,comedy
Unstoppable,98,69,6.8,action
Flight,138,76,7.3,drama
Home,94,55,6.7,comedy
La migliore offerta,131,49,7.8,drama
Mean Dreams,108,64,6.3,other
42,128,62,7.5,drama
21,123,48,6.8,drama
Begin Again,104,62,7.4,drama
Out of the Furnace,116,63,6.8,drama
Vicky Cristina Barcelona,96,70,7.1,drama
Kung Fu Panda,92,73,7.6,action
Barbershop: The Next Cut,111,67,5.9,comedy
Terminator Salvation,115,49,6.6,action
Freedom Writers,123,64,7.5,drama
The Hills Have Eyes,107,52,6.4,other
Changeling,141,63,7.8,drama
Remember Me,113,40,7.2,drama
Koe no katachi,129,80,8.4,drama
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81,54,6.2,comedy
Locke,85,81,7.1,drama
The 9th Life of Louis Drax,108,41,6.3,other
Horns,120,46,6.5,drama
Indignation,110,78,6.9,drama
The Stanford Prison Experiment,122,67,6.9,drama
Diary of a Wimpy Kid: Rodrick Rules,99,51,6.6,comedy
Mission: Impossible III,126,66,6.9,action
En man som heter Ove,116,70,7.7,comedy
Dragonball Evolution,85,45,2.7,action
Red Dawn,93,31,5.4,action
One Day,107,48,7,drama
Life as We Know It,114,39,6.6,comedy
28 Weeks Later,100,78,7,drama
Warm Bodies,98,59,6.9,comedy
Blue Jasmine,98,78,7.3,drama
G.I. Joe: Retaliation,110,41,5.8,action
Wrath of the Titans,99,37,5.8,action
Shin Gojira,120,68,6.9,action
Saving Mr. Banks,125,65,7.5,comedy
Transcendence,119,42,6.3,drama
Rio,96,63,6.9,comedy
Equals,101,43,6.1,drama
Babel,143,69,7.5,drama
The Tree of Life,139,85,6.8,drama
The Lucky One,101,39,6.5,drama
Piranha 3D,88,53,5.5,comedy
50/50,100,72,7.7,comedy
The Intent,104,59,3.5,drama
This Is 40,134,,6.2,comedy
Real Steel,127,56,7.1,action
Sex and the City,145,53,5.5,comedy
Rambo,92,46,7.1,action
Planet Terror,105,55,7.1,action
Concussion,123,,7.1,drama
The Fall,117,64,7.9,comedy
The Ugly Truth,96,28,6.5,comedy
Bride Wars,89,24,5.5,comedy
Sleeping with Other People,101,64,6.5,comedy
Snakes on a Plane,105,58,5.6,action
What If,98,59,6.8,comedy
How to Train Your Dragon 2,102,76,7.9,action
RoboCop,117,52,6.2,action
In Dubious Battle,110,43,6.2,drama
"Hello, My Name Is Doris",95,63,6.7,comedy
Ocean's Thirteen,122,62,6.9,other
Slither,95,69,6.5,comedy
Contagion,106,70,6.6,drama
Il racconto dei racconti - Tale of Tales,133,72,6.4,drama
I Am the Pretty Thing That Lives in the House,87,68,4.7,other
Bridge to Terabithia,96,74,7.2,drama
Coherence,89,65,7.2,other
Notorious,122,60,6.7,drama
Goksung,156,81,7.5,drama
The Expendables 2,103,51,6.6,action
The Girl Next Door,91,29,6.7,drama
Perfume: The Story of a Murderer,147,56,7.5,drama
The Golden Compass,113,51,6.1,other
Centurion,97,62,6.4,action
Scouts Guide to the Zombie Apocalypse,93,32,6.3,action
17 Again,102,48,6.4,comedy
No Escape,103,38,6.8,action
Superman Returns,154,72,6.1,action
The Twilight Saga: Breaking Dawn - Part 1,117,45,4.9,drama
Precious,110,79,7.3,drama
The Sea of Trees,110,23,5.9,drama
Good Kids,86,86,6.1,comedy
The Master,144,,7.1,drama
Footloose,113,58,5.9,comedy
If I Stay,107,46,6.8,drama
The Ticket,97,52,5.4,drama
Detour,97,46,6.3,other
The Love Witch,120,82,6.2,comedy
Talladega Nights: The Ballad of Ricky Bobby,108,66,6.6,action
The Human Centipede (First Sequence),92,33,4.4,other
Super,96,50,6.8,comedy
The Siege of Jadotville,108,83,7.3,action
Up in the Air,109,,7.4,drama
The Midnight Meat Train,98,58,6.1,other
The Twilight Saga: Eclipse,124,58,4.9,drama
Transpecos,86,73,5.8,other
What's Your Number?,106,35,6.1,comedy
Riddick,119,49,6.4,action
Triangle,99,66,6.9,other
The Butler,132,,7.2,drama
King Cobra,91,48,5.6,drama
After Earth,100,33,4.9,action
Kicks,80,69,6.1,other
Me and Earl and the Dying Girl,105,74,7.8,comedy
The Descendants,115,84,7.3,comedy
Sex and the City 2,146,27,4.3,comedy
The Kings of Summer,95,61,7.2,comedy
Death Race,105,43,6.4,action
That Awkward Moment,94,36,6.2,comedy
Legion,100,32,5.2,action
End of Watch,109,68,7.7,drama
3 Days to Kill,117,40,6.2,action
Lucky Number Slevin,110,53,7.8,drama
Trance,101,61,7,drama
Into the Forest,101,59,5.9,drama
The Other Boleyn Girl,115,50,6.7,drama
I Spit on Your Grave,108,27,6.3,other
Custody,104,72,6.9,drama
Inland Empire,180,,7,drama
L'odyssée,122,70,6.7,other
The Walk,123,,7.3,other
Wrecker,83,37,3.5,action
The Lone Ranger,150,,6.5,action
Texas Chainsaw 3D,92,62,4.8,other
Disturbia,105,,6.9,drama
Rock of Ages,123,47,5.9,comedy
Scream 4,111,52,6.2,other
Queen of Katwe,124,73,7.4,drama
My Big Fat Greek Wedding 2,94,37,6,comedy
Dark Places,113,39,6.2,drama
Amateur Night,92,38,5,comedy
It's Only the End of the World,97,48,7,drama
The Skin I Live In,120,70,7.6,drama
Miracles from Heaven,109,44,7,drama
Annie,118,33,5.3,comedy
Across the Universe,133,56,7.4,drama
Let's Be Cops,104,30,6.5,comedy
Max,111,47,6.8,other
Your Highness,102,31,5.6,comedy
Final Destination 5,92,50,5.9,other
Endless Love,104,30,6.3,drama
Martyrs,99,89,7.1,other
Selma,128,,7.5,drama
Underworld: Rise of the Lycans,92,44,6.6,action
Taare Zameen Par,165,42,8.5,drama
Take Me Home Tonight,97,,6.3,comedy
Resident Evil: Afterlife,97,37,5.9,action
Project X,88,48,6.7,comedy
Secret in Their Eyes,111,45,6.2,drama
Hostel: Part II,94,46,5.5,other
Step Up 2: The Streets,98,50,6.2,drama
Search Party,93,22,5.6,comedy
Nine Lives,87,11,5.3,comedy
