id,address,area,bedrooms,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
8051,Stromarkt 9 B,48,2,1012 SW,2-10-2015,285000,apartment,3,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49510351-stromarkt-9-b/,1906
8052,Madurastraat 15 E,40,1,1094 GC,29-8-2015,158000,apartment,2,23-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85937086-madurastraat-15-e/,1986
8053,Oostenburgerpark 58,57,1,1018 HT,4-9-2015,215000,apartment,2,23-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85943208-oostenburgerpark-58/,1990
8054,Sumatrastraat 217 E,37,1,1095 HN,3-9-2015,125000,apartment,2,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85941390-sumatrastraat-217-e/,1982
8055,Trouringhstraat 20 III,50,2,1055 HB,22-8-2015,170000,apartment,3,18-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49577347-trouringhstraat-20-iii/,1940
8056,Zeeburgerdijk 576,77,2,1095 AN,9-9-2015,250000,apartment,3,29-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49581678-zeeburgerdijk-576/,2000
8057,Tolstraat 64 -3-4,97,3,1073 SC,19-6-2015,499000,apartment,5,18-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49410754-tolstraat-64-3-4/,1906
8058,Bos en Lommerweg 264 PP,96,3,1061 DJ,24-9-2015,285000,apartment,4,23-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49500836-bos-en-lommerweg-264-pp/,2011
8059,Middenweg 303,115,5,1098 AT,2-9-2015,365000,apartment,6,18-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49585620-middenweg-303/,1940
8060,Esplanade de Meer 205,85,2,1098 WK,23-8-2015,275000,apartment,3,18-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49578430-esplanade-de-meer-205/,2002
8061,Johannes van der Waalsstraat 9 boven,115,3,1098 PD,22-8-2015,545000,apartment,5,18-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49576789-johannes-van-der-waalsstraat-9-boven/,1929
8062,Kea Boumanstraat 66 -B,120,3,1095 MA,7-7-2015,425000,apartment,4,11-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49439565-kea-boumanstraat-66-b/,2015
8063,Kanaalstraat 170 II,51,1,1054 XR,18-7-2015,225000,apartment,2,19-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49440757-kanaalstraat-170-ii/,1906
8064,Koggestraat 8 b,70,1,1012 TA,30-9-2015,299500,apartment,2,29-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49516320-koggestraat-8-b/,1906
8065,De Rijpgracht 17 -II,53,2,1056 XP,5-9-2015,239000,apartment,3,23-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49588701-de-rijpgracht-17-ii/,1931
8066,Diezestraat 9 hs,79,1,1078 JL,4-7-2015,449000,apartment,2,21-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49436779-diezestraat-9-hs/,1930
8067,Van Nijenrodeweg 779,87,2,1082 JJ,24-5-2015,275000,apartment,3,22-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49480251-van-nijenrodeweg-779/,1965
8068,Willem de Zwijgerlaan 116 -III,58,3,1056 JV,22-6-2015,199000,apartment,4,29-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49413566-willem-de-zwijgerlaan-116-iii/,1931
8069,Egidiusstraat 54 II,62,2,1055 GX,24-6-2015,229000,apartment,3,27-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49414118-egidiusstraat-54-ii/,1945
8070,Prins Hendriklaan 31 E,239,3,1075 AZ,21-8-2015,2500,apartment,4,8-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49576857-prins-hendriklaan-31-e/,1999
8071,Olof Palmeplein 75,72,2,1025 WT,29-1-2015,169000,apartment,3,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48361108-olof-palmeplein-75/,1988
8072,Pekelharingstraat 13 I,66,2,1097 HJ,16-7-2015,210000,apartment,3,7-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49447721-pekelharingstraat-13-i/,1952
8073,Driehoekstraat 82,92,3,1015 GL,14-6-2015,395000,apartment,4,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49403977-driehoekstraat-82/,1650
8074,Bonairestraat 74 II,91,2,1058 XL,10-10-2015,450000,apartment,3,22-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49529467-bonairestraat-74-ii/,1930
8075,De Rijpgracht 34 2,67,1,1055 VT,26-9-2015,275000,apartment,3,20-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49504663-de-rijpgracht-34-2/,2001
8076,Tugelaweg 42 D + PP,87,2,1092 VH,1-10-2015,330000,apartment,3,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49518485-tugelaweg-42-d-pp/,2015
8077,Nachtwachtlaan 244,59,1,1058 EJ,7-10-2015,165000,apartment,2,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49513029-nachtwachtlaan-244/,1960
8078,Eva Besnyöstraat 411,80,2,1087 LG,14-11-2014,235000,apartment,3,15-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48296768-eva-besnyostraat-411/,2007
8079,Erasmusgracht 21 hs,50,1,1056 BB,9-10-2015,185000,apartment,2,23-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49527897-erasmusgracht-21-hs/,1934
8080,Hoofddorpweg 6 III,101,3,1058 PB,3-9-2015,450000,apartment,4,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49587148-hoofddorpweg-6-iii/,1906
8081,Julius Pergerstraat 162,81,2,1087 KP,22-12-2011,189000,apartment,3,28-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47242523-julius-pergerstraat-162/,2007
8082,Kinkerstraat 49 III,28,1,1053 DD,20-8-2015,169000,apartment,2,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49564302-kinkerstraat-49-iii/,1906
8083,Bentinckstraat 24 I,40,1,1051 GL,17-5-2015,200000,apartment,2,9-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49473256-bentinckstraat-24-i/,1899
8084,Boomstraat 53 D,50,2,1015 LB,26-9-2015,300000,apartment,3,13-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49508890-boomstraat-53-d/,1986
8085,Van Heemskerckstraat 19 2,58,1,1013 NV,26-9-2015,225000,apartment,2,13-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85968457-van-heemskerckstraat-19-2/,1931
8086,Prinsengracht 854 D,79,2,1017 JN,10-10-2015,569000,apartment,3,20-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49527815-prinsengracht-854-d/,1780
8087,Cornelis van Alkemadestraat 15,146,6,1065 AA,21-4-2015,389000,house,7,7-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49457445-cornelis-van-alkemadestraat-15/,1956
8088,Streefkerkstraat 86,73,2,1107 LR,26-6-2015,120000,apartment,3,16-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49428769-streefkerkstraat-86/,1984
8089,Admiraal De Ruijterweg 279 HS,218,5,1055 LV,22-8-2015,650000,apartment,9,11-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49576147-admiraal-de-ruijterweg-279-hs/,1906
8090,Tugelaweg 48 A + PP,68,1,1092 VH,1-10-2015,257500,apartment,2,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49518426-tugelaweg-48-a-pp/,2015
8091,Formosastraat 34,58,1,1094 SZ,19-8-2015,165000,apartment,2,4-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49563980-formosastraat-34/,1987
8092,De Lairessestraat 66 II,125,3,1071 PE,13-10-2015,600000,apartment,4,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49520285-de-lairessestraat-66-ii/,1915
8093,Rhijnvis Feithstraat 26 III,107,3,1054 TZ,29-8-2015,649000,apartment,4,16-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49572237-rhijnvis-feithstraat-26-iii/,1931
8094,Kloekhorststraat 35,43,1,1104 MK,31-7-2015,80000,apartment,2,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49550787-kloekhorststraat-35/,1984
8095,Nassaukade 330 -I,121,3,1053 LT,20-5-2015,430000,apartment,4,17-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49485522-nassaukade-330-i/,1906
8096,Groenhoven 171,50,2,1103 LC,28-6-2015,119000,apartment,3,7-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49420960-groenhoven-171/,1975
8097,Tussen Meer 270,85,3,1069 DX,3-12-2014,155000,apartment,4,29-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48214366-tussen-meer-270/,1960
8098,Veemkade 296,96,2,1019 HD,13-6-2015,325000,apartment,3,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49404568-veemkade-296/,2005
8099,'s-Gravendijkdreef 251,82,2,1104 DN,16-12-2014,185000,apartment,3,22-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48237284-s-gravendijkdreef-251/,2008
8100,Transvaalkade 70,144,4,1092 JS,21-8-2015,600000,house,5,11-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49564169-transvaalkade-70/,1929
8101,Spuistraat 268 -3,76,2,1012 VW,4-9-2015,349000,apartment,3,24-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49589502-spuistraat-268-3/,1906
8102,Statenjachtstraat 508,58,1,1034 EX,15-4-2015,145000,apartment,2,21-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48347763-statenjachtstraat-508/,1969
8103,Nieuwe Looiersstraat 122 G,60,2,1017 VG,29-8-2015,275000,apartment,3,14-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49571440-nieuwe-looiersstraat-122-g/,1991
8104,Wilhelminastraat 190 I,50,1,1054 WT,31-5-2015,235000,apartment,2,14-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49498819-wilhelminastraat-190-i/,1906
8105,Wethouder Vospad 49,100,4,1107 DG,21-7-2015,175000,house,5,14-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49449945-wethouder-vospad-49/,1981
8106,Celebesstraat 60 -D,45,1,1094 ER,31-12-2013,160250,apartment,2,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48984515-celebesstraat-60-d/,1985
8107,Olympiaweg 97 D,57,2,1076 VT,1-9-2015,245000,apartment,3,20-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49574071-olympiaweg-97-d/,1931
8108,Hamontstraat 65,140,5,1066 LG,31-1-2015,339000,house,6,18-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-48363097-hamontstraat-65/,1991
8109,Valeriusstraat 169 -III,73,2,1075 EV,5-10-2015,449000,apartment,4,14-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49510106-valeriusstraat-169-iii/,1913
8110,Osdorper Ban 93,66,2,1068 LS,29-5-2015,155000,apartment,3,23-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49496530-osdorper-ban-93/,1960
8111,Kinkerstraat 175 D,50,1,1053 DP,9-9-2015,220000,apartment,2,22-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49582929-kinkerstraat-175-d/,1982
8112,Silodam 318,92,2,1013 AW,3-10-2015,419000,apartment,4,22-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49518409-silodam-318/,2002
8113,Burgemeester Hogguerstraat 309,45,1,1064 CP,30-1-2015,129500,apartment,2,18-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48362528-burgemeester-hogguerstraat-309/,1963
8114,Eerste Anjeliersdwarsstraat 16 C,64,1,1015 NR,29-8-2015,325000,apartment,2,29-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85937946-eerste-anjeliersdwarsstraat-16-c/,1999
8115,Jacques Veltmanstraat 129,130,4,1065 DB,25-4-2015,385000,house,5,25-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49454665-jacques-veltmanstraat-129/,2003
8116,Amstelveenseweg 70 3 + 5,106,3,1075 XJ,21-10-2014,480000,apartment,5,29-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48254739-amstelveenseweg-70-3-5/,1940
8117,Koninginneweg 156 II,90,2,1075 EE,11-10-2015,585000,apartment,3,23-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49529771-koninginneweg-156-ii/,1912
8118,Veembroederhof 132 + P.P.,73,1,1019 HC,2-7-2015,319000,apartment,2,5-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49424279-veembroederhof-132-pp/,2006
8119,Van Reigersbergenstraat 73 II,43,1,1052 SV,12-10-2015,160000,apartment,2,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49529963-van-reigersbergenstraat-73-ii/,1898
8120,Stolwijkstraat 58 hs,56,1,1059 XZ,13-6-2015,249000,apartment,2,2-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49415426-stolwijkstraat-58-hs/,1930
8121,Koggestraat 1 D,74,1,1012 TA,2-10-2015,295000,apartment,1,16-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49511569-koggestraat-1-d/,1750
8122,Kabelgaststraat 15,76,2,1033 DP,3-7-2015,175000,apartment,3,13-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49435763-kabelgaststraat-15/,1990
8123,Nassaukade 65 II,65,1,1052 CR,15-10-2015,249000,apartment,2,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49521339-nassaukade-65-ii/,1890
8124,Spaarndammerstraat 145 K,50,2,1013 TG,11-8-2015,250000,apartment,3,17-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49567969-spaarndammerstraat-145-k/,1899
8125,Wolbrantskerkweg 203 A,80,2,1069 CL,13-5-2015,215000,apartment,3,9-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49479803-wolbrantskerkweg-203-a/,2010
8126,Jan van Schaffelaarplantsoen 21 -D,60,2,1061 DL,4-9-2015,195000,apartment,3,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49589492-jan-van-schaffelaarplantsoen-21-d/,1945
8127,Bestevâerstraat 50 II,59,1,1056 HP,3-9-2015,225000,apartment,2,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49585919-bestevaerstraat-50-ii/,1906
8128,Loosduinenstraat 65 + PP,122,3,1062 EG,5-9-2015,350000,apartment,4,21-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49588588-loosduinenstraat-65-pp/,2009
8129,Wamberg 74,110,3,1083 CZ,5-9-2009,285000,apartment,4,2-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47558843-wamberg-74/,1968
8130,Marguerite Yourcenarstraat 13,113,5,1102 AJ,20-8-2015,215000,house,6,28-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49563296-marguerite-yourcenarstraat-13/,1991
8131,IJselstraat 58 1,56,2,1078 CK,3-8-2015,225000,apartment,3,3-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49550377-ijselstraat-58-1/,1925
8132,Derde Helmersstraat 36 -III,133,2,1054 BJ,24-7-2015,800000,apartment,4,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49444384-derde-helmersstraat-36-iii/,1900
8133,Zeeburgerkade 238 + PP,80,2,1019 HK,2-9-2015,319000,apartment,3,17-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49585569-zeeburgerkade-238-pp/,1900
8134,Van Eeghenstraat 57,552,9,1071 EW,20-8-2015,4960,house,11,30-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49564999-van-eeghenstraat-57/,1893
8135,Leerdamhof 310,73,2,1108 CB,10-2-2015,129500,apartment,3,20-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48372432-leerdamhof-310/,1977
8136,Van Boshuizenstraat 605,75,2,1082 AW,28-8-2015,209000,apartment,3,15-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49571111-van-boshuizenstraat-605/,1962
8137,Van Boshuizenstraat 643,70,2,1082 AX,29-9-2015,175000,apartment,3,6-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49516647-van-boshuizenstraat-643/,1960
8138,Egelskopstraat 2,159,4,1087 JV,9-9-2015,569000,house,5,1-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49582758-egelskopstraat-2/,2003
8139,Marnixkade 77 hs,56,2,1015 ZE,6-6-2015,325000,apartment,3,1-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49406858-marnixkade-77-hs/,1906
8140,Willemsparkweg 54 hs,270,3,1071 HJ,22-4-2015,1295,apartment,7,22-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49458388-willemsparkweg-54-hs/,1906
8141,Willem van Weldammelaan 71,92,1,1082 KT,13-6-2015,349000,apartment,2,21-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49403088-willem-van-weldammelaan-71/,2008
8142,Burgemeester Röellstraat 6 III,58,1,1064 BM,26-6-2015,125000,apartment,2,6-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85882460-burgemeester-roellstraat-6-iii/,1962
8143,Amoebastraat 26,70,2,1035 VL,28-8-2015,190000,house,3,15-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49571847-amoebastraat-26/,1955
8144,Swammerdamstraat 68 I,54,1,1091 RW,18-9-2015,259000,apartment,2,9-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49590833-swammerdamstraat-68-i/,1906
8145,Retiefstraat 15 I,76,2,1092 VV,25-9-2015,325000,apartment,3,13-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49500391-retiefstraat-15-i/,1906
8146,Van Breestraat 59,326,5,1071 ZG,25-7-2015,2700,house,7,11-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49556072-van-breestraat-59/,1900
8147,Gillis van Ledenberchstraat 4 H,100,2,1052 VG,5-6-2015,450000,apartment,3,7-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49492187-gillis-van-ledenberchstraat-4-h/,1924
8148,Lanseloetstraat 10,92,2,1055 BD,8-9-2015,350000,apartment,4,23-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49582449-lanseloetstraat-10/,1906
8149,Curaçaostraat 100 I,57,2,1058 CB,26-6-2015,225000,apartment,3,9-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49426759-curacaostraat-100-i/,1906
8150,Krugerplein 10 B,76,2,1091 KX,15-8-2015,309900,apartment,3,8-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49561493-krugerplein-10-b/,1996
8151,Bankastraat 27 a,47,2,1094 EA,5-9-2015,220000,apartment,3,24-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49580608-bankastraat-27-a/,1920
8152,Insulindeweg 101 hs,75,2,1094 PE,26-9-2015,199000,apartment,3,22-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49501201-insulindeweg-101-hs/,1906
8153,Warmondstraat 173 II,52,2,1058 KX,10-10-2015,250000,apartment,3,23-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49528423-warmondstraat-173-ii/,1930
8154,Maassluisstraat 66,70,2,1062 GE,28-8-2015,184000,apartment,3,10-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49570112-maassluisstraat-66/,1960
8155,Van Nijenrodeweg 64,87,2,1083 ED,27-10-2015,290000,apartment,3,26-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49533314-van-nijenrodeweg-64/,1965
8156,Bakkumstraat 16,66,2,1024 VX,21-8-2015,150000,apartment,3,30-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49564297-bakkumstraat-16/,1960
8157,Molukkenstraat 35 1,47,2,1095 AT,3-9-2015,175000,apartment,3,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85941454-molukkenstraat-35-1/,1925
8158,Minervalaan 40 hs,131,3,1077 PB,23-6-2015,1100,apartment,5,9-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49414527-minervalaan-40-hs/,1929
8159,Jacob van Lennepstraat 27 -3V,34,1,1053 HB,29-9-2015,175000,apartment,1,14-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49515612-jacob-van-lennepstraat-27-3v/,1906
8160,Knollendamstraat 11 II,52,2,1013 TL,16-9-2015,239000,apartment,3,24-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49590024-knollendamstraat-11-ii/,1906
8161,Silodam 379,91,2,1013 AW,1-10-2015,459000,apartment,3,23-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49519077-silodam-379/,2001
8162,President Brandstraat 122,58,1,1091 WT,29-9-2015,199000,apartment,2,8-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49515692-president-brandstraat-122/,1985
8163,Hudsonstraat 44 I,43,1,1057 SM,19-8-2015,173000,apartment,2,30-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49563165-hudsonstraat-44-i/,1929
8164,Djambistraat 31 HS,47,1,1094 AX,20-8-2015,210000,apartment,3,14-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49575961-djambistraat-31-hs/,1913
8165,Slichtenhorststraat 12,110,4,1107 VH,8-8-2015,189000,house,5,1-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49565526-slichtenhorststraat-12/,1981
8166,Rietlandterras 20 hs,100,2,1019 EW,24-7-2015,325000,apartment,4,29-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49444155-rietlandterras-20-hs/,2001
8167,Polanenstraat 56 G,74,2,1013 VZ,10-9-2015,225000,apartment,3,23-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49582143-polanenstraat-56-g/,1902
8168,Geervliet 141,85,2,1082 NN,22-10-2015,260000,apartment,3,28-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49530414-geervliet-141/,1986
8169,Oudezijds Voorburgwal 25,240,3,1012 EH,9-6-2015,1200,house,10,29-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49407656-oudezijds-voorburgwal-25/,1685
8170,Thomas Prinslaan 89,102,4,1035 SK,12-8-2015,224911,house,5,17-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49568717-thomas-prinslaan-89/,1991
8171,Baarsstraat 10 -III,73,2,1075 RW,20-5-2015,325000,apartment,4,10-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49486120-baarsstraat-10-iii/,1906
8172,Kanaalstraat 119 HS,72,1,1054 XC,28-8-2015,369000,apartment,2,11-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49572798-kanaalstraat-119-hs/,1906
8173,Doggersbankstraat 16 -2,48,2,1055 NZ,7-8-2015,159000,apartment,3,21-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49565066-doggersbankstraat-16-2/,1931
8174,Recht Boomssloot 39 -II,57,1,1011 CS,25-9-2015,297500,apartment,2,28-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49500698-recht-boomssloot-39-ii/,1906
8175,Van Bossestraat 58 I,40,1,1051 KA,8-4-2015,185000,apartment,2,8-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48331734-van-bossestraat-58-i/,1915
8176,Olifantswerf 67,85,2,1018 JV,17-10-2015,350000,apartment,3,23-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49524659-olifantswerf-67/,1985
8177,H. Cleyndertweg 817,129,3,1025 ED,13-8-2015,219000,apartment,5,8-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49568750-h-cleyndertweg-817/,1974
8178,Alblasstraat 42 I,48,2,1079 ZN,9-9-2015,215000,apartment,3,29-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49582375-alblasstraat-42-i/,1935
8179,Wouwermanstraat 34 hs-I,158,3,1071 MA,30-8-2015,1100,apartment,6,2-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49573956-wouwermanstraat-34-hs-i/,1910
8180,Weesperzijde 23 II,106,2,1091 EC,5-9-2015,699000,apartment,3,30-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49580002-weesperzijde-23-ii/,1906
8181,Blasiusstraat 45 -2,66,2,1091 CL,29-8-2015,315000,apartment,3,18-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49572676-blasiusstraat-45-2/,1887
8182,Opijnenhof 23,70,2,1106 XP,1-7-2015,134000,apartment,3,7-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85887149-opijnenhof-23/,1976
8183,Postjeskade 59 -II,56,2,1058 DH,16-9-2015,219000,apartment,3,26-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49599791-postjeskade-59-ii/,1925
8184,Bloemgracht 1 I,243,5,1016 KA,17-3-2015,1499,apartment,6,2-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84771765-bloemgracht-1-i/,1880
8185,Tuinstraat 119 B,41,1,1015 PA,7-9-2015,275027,apartment,4,8-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85945185-tuinstraat-119-b/,1906
8186,Corversbosstraat 43,80,3,1024 KH,26-11-2014,169900,apartment,4,7-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84673412-corversbosstraat-43/,1966
8187,Sanderijnstraat 22 III,55,2,1055 BS,30-7-2015,228000,apartment,3,17-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85914189-sanderijnstraat-22-iii/,1935
8188,Van der Hoopstraat 107 -2,44,1,1051 VE,2-9-2015,189000,apartment,2,22-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49574442-van-der-hoopstraat-107-2/,1906
8189,Leenhofstraat 65,91,2,1067 KZ,23-6-2015,179000,apartment,3,9-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49413799-leenhofstraat-65/,1956
8190,Van Ostadestraat 157 HS,169,2,1073 TK,25-6-2015,749000,apartment,3,17-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49426207-van-ostadestraat-157-hs/,1906
8191,Erich Salomonstraat 572,95,2,1087 KC,15-3-2012,210000,apartment,3,12-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47313398-erich-salomonstraat-572/,2006
8192,Bellamystraat 11 4,80,2,1053 BE,28-8-2015,392500,apartment,3,15-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85936289-bellamystraat-11-4/,1906
8193,Johan van der Keukenstraat 194,85,2,1087 AZ,20-8-2015,250000,apartment,3,13-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49564227-johan-van-der-keukenstraat-194/,2005
